x,y,population,time_days
262.8940170922992,-80.92877998198244,IDHmut_TP53mut,3.25
-116.24912540869389,63.63009676878384,IDHmut_TP53wt,3.25
-117.18663563356985,32.93363518856622,IDHmut_TP53wt,3.25
193.47982913208648,109.89294483977639,IDHmut_TP53mut,3.25
-265.4591653666051,-74.14356778835288,IDHmut_TP53wt,3.25
-212.3376702723043,102.15957163152386,IDHmut_TP53wt,3.25
-160.90814728928206,-71.69730015368918,IDHmut_TP53wt,3.25
-293.19792354252723,-58.11451589349752,IDHmut_TP53wt,3.25
275.448968421114,-15.518382525401687,IDHmut_TP53mut,3.25
-158.19880041583562,-44.3093894759388,IDHmut_TP53wt,3.25
216.24931326638185,43.551570849821665,IDHmut_TP53mut,3.25
-273.82144118420536,-3.697681723281575,IDHmut_TP53wt,3.25
164.74545688584854,27.34923683004956,IDHmut_TP53mut,3.25
-303.9490545474367,-46.010486307173736,IDHmut_TP53wt,3.25
232.51231533445306,43.839294913465366,IDHmut_TP53mut,3.25
183.0327903744805,-73.2160365871475,IDHmut_TP53mut,3.25
-206.8178768494349,53.4404077518418,IDHmut_TP53wt,3.25
234.4412894535875,96.23100186182761,IDHmut_TP53mut,3.25
321.2991733970605,-6.676912052532775,IDHmut_TP53mut,3.25
236.70339774277272,0.9492560627813813,IDHmut_TP53mut,3.25
-100.88071903765571,-39.27060210596798,IDHmut_TP53wt,3.25
-182.8660765583905,-56.22106963901595,IDHmut_TP53wt,3.25
-162.33927980278,1.59305884683729,IDHmut_TP53wt,3.25
-228.71924727523762,103.30644203239903,IDHmut_TP53wt,3.25
-293.80248602435825,60.39375741070242,IDHmut_TP53wt,3.25
-103.51307350786763,-23.522276315077363,IDHmut_TP53wt,3.25
291.7916912274289,12.033917213979938,IDHmut_TP53mut,3.25
283.9298408869321,-1.8699236680503688,IDHmut_TP53mut,3.25
-87.69679155522297,-20.665983892143924,IDHmut_TP53wt,3.25
-155.58131576628952,15.681887239521147,IDHmut_TP53wt,3.25
154.8477487518565,3.384351225305072,IDHmut_TP53mut,3.25
-288.0741758207462,-27.12832246979439,IDHmut_TP53wt,3.25
-85.27376888824821,22.235585989260283,IDHmut_TP53wt,3.25
-242.1567937467283,23.295671329471645,IDHmut_TP53wt,3.25
-239.67850594425926,79.0988751403607,IDHmut_TP53wt,3.25
145.36842747732226,-55.68306494561085,IDHmut_TP53mut,3.25
286.74325133939703,-82.19945808545853,IDHmut_TP53mut,3.25
263.18929423744873,60.481555999116885,IDHmut_TP53mut,3.25
-204.17595491715184,37.6802422889338,IDHmut_TP53wt,3.25
-120.01749831677785,-63.51583417612609,IDHmut_TP53wt,3.25
-206.98992110426983,-19.889142077048906,IDHmut_TP53wt,3.25
-248.93393532116573,53.19221319231554,IDHmut_TP53wt,3.25
-250.78233657640988,-46.02767940009869,IDHmut_TP53wt,3.25
-194.98949572426645,64.0249425722441,IDHmut_TP53wt,3.25
217.9318603318363,-24.88639447220226,IDHmut_TP53mut,3.25
-278.52835434319775,40.51354518909059,IDHmut_TP53wt,3.25
-260.9621484474888,37.71857444609649,IDHmut_TP53wt,3.25
247.94681313074798,-86.33807218177365,IDHmut_TP53mut,3.25
174.63534825069593,-121.13589153604792,IDHmut_TP53mut,3.25
-158.73494013671478,-13.771190457970583,IDHmut_TP53wt,3.25
137.17806559933325,-29.591770879535208,IDHmut_TP53mut,3.25
276.259434276024,12.339242306704142,IDHmut_TP53mut,3.25
119.53863372159789,-18.01793997080846,IDHmut_TP53mut,3.25
202.2717720236686,-106.02494838775164,IDHmut_TP53mut,3.25
234.27365960224256,-62.76155510540627,IDHmut_TP53mut,3.25
-136.0662017385344,52.63375890667627,IDHmut_TP53wt,3.25
231.15060339500704,-122.80535409041713,IDHmut_TP53mut,3.25
-144.02452414887665,26.32839728090133,IDHmut_TP53wt,3.25
-191.98350869335184,-69.49392167677671,IDHmut_TP53wt,3.25
250.41732688442323,70.24290378451958,IDHmut_TP53mut,3.25
-243.0776592038038,-65.71474460791748,IDHmut_TP53wt,3.25
-100.975055146562,58.99614597400096,IDHmut_TP53wt,3.25
130.10070965143063,-60.39209882969068,IDHmut_TP53mut,3.25
224.20270467170096,73.6968674143018,IDHmut_TP53mut,3.25
-192.19504613707028,48.184758591806364,IDHmut_TP53wt,3.25
-257.85329228451235,-60.25499577672576,IDHmut_TP53wt,3.25
-218.83650384530648,-10.576941033726104,IDHmut_TP53wt,3.25
132.37033649955765,58.77254804598234,IDHmut_TP53mut,3.25
134.483826047605,-14.18192631587912,IDHmut_TP53mut,3.25
317.3340195236802,-51.9996682866283,IDHmut_TP53mut,3.25
174.05799211079588,-105.32297177791493,IDHmut_TP53mut,3.25
194.75223593288837,20.880605329583926,IDHmut_TP53mut,3.25
-230.86083375235532,-1.6355833338036518,IDHmut_TP53wt,3.25
265.2887110551343,76.00075144189155,IDHmut_TP53mut,3.25
169.99675848045328,6.885787944725335,IDHmut_TP53mut,3.25
-231.35054148083677,13.26918849734043,IDHmut_TP53wt,3.25
249.16357011210562,101.85036301313114,IDHmut_TP53mut,3.25
-124.79242437736676,6.691252117867677,IDHmut_TP53wt,3.25
-179.6329978810519,-97.64131348595421,IDHmut_TP53wt,3.25
-86.73902366652837,2.461666728145129,IDHmut_TP53wt,3.25
-250.22553157273182,-79.9066236057387,IDHmut_TP53wt,3.25
-177.1007464536645,6.09642007543025,IDHmut_TP53wt,3.25
275.90028583545416,-40.195177383487,IDHmut_TP53mut,3.25
297.2951863897754,-70.58699174710434,IDHmut_TP53mut,3.25
187.9468339724548,-112.51739113986099,IDHmut_TP53mut,3.25
-258.523210515807,-0.3000370746540023,IDHmut_TP53wt,3.25
-115.5676632392599,-82.19014340056832,IDHmut_TP53wt,3.25
-199.8678498292189,-110.59060923695475,IDHmut_TP53wt,3.25
-219.22061057510888,126.1664282636442,IDHmut_TP53wt,3.25
-206.23604113475906,87.95037597924625,IDHmut_TP53wt,3.25
289.5899850035169,59.20025052559097,IDHmut_TP53mut,3.25
221.5177580978733,1.5609030178803478,IDHmut_TP53mut,3.25
-255.69208910845848,100.94791527579378,IDHmut_TP53wt,3.25
-265.4483742980503,63.54161834160267,IDHmut_TP53wt,3.25
186.11076952824317,-54.58075463106578,IDHmut_TP53mut,3.25
-246.06532782953462,8.54221942390078,IDHmut_TP53wt,3.25
194.23324397839343,75.80689146049681,IDHmut_TP53mut,3.25
-250.796576451883,68.2431495756472,IDHmut_TP53wt,3.25
153.22075408200118,18.361235668717477,IDHmut_TP53mut,3.25
274.13546204219955,-90.57609159048133,IDHmut_TP53mut,3.25
220.64941420085623,-82.06005746300553,IDHmut_TP53mut,3.25
307.9282703659201,-13.809978680293813,IDHmut_TP53mut,3.25
260.2572030188053,-95.49193278646355,IDHmut_TP53mut,3.25
247.13264824025458,-70.92426947747587,IDHmut_TP53mut,3.25
-278.37490321884127,-54.15134270469592,IDHmut_TP53wt,3.25
292.4989595669511,-14.389923927385073,IDHmut_TP53mut,3.25
-97.66421092178037,30.482943468330216,IDHmut_TP53wt,3.25
91.57986076778543,-43.163455306914734,IDHmut_TP53mut,3.25
219.48275519717563,-96.62911815501424,IDHmut_TP53mut,3.25
96.85212665219035,-11.833594894402234,IDHmut_TP53mut,3.25
-225.9706633454219,-90.89651668365339,IDHmut_TP53wt,3.25
-195.07658990291296,-28.52958191163471,IDHmut_TP53wt,3.25
246.03345683924596,-40.78395068050104,IDHmut_TP53mut,3.25
152.07321010660903,65.40472589093517,IDHmut_TP53mut,3.25
-291.3283100081703,13.684041100576033,IDHmut_TP53wt,3.25
236.6708746627581,-49.29107709068817,IDHmut_TP53mut,3.25
-152.45677696429564,70.37441661439274,IDHmut_TP53wt,3.25
-203.08285615799207,-45.84297099462215,IDHmut_TP53wt,3.25
-280.25522217754775,15.82546555839795,IDHmut_TP53wt,3.25
152.47653144721588,97.77518016212343,IDHmut_TP53mut,3.25
280.9065844761209,-50.6322686791652,IDHmut_TP53mut,5.5
-163.2463267600829,-107.6067580615526,IDHmut_TP53wt,5.5
-188.40137678859782,82.87218582321073,IDHmut_TP53wt,5.5
-163.63141585166835,-71.01381218980235,IDHmut_TP53wt,5.5
-210.0617975831581,82.76479666572475,IDHmut_TP53wt,5.5
255.6446700542994,-34.597556791268524,IDHmut_TP53mut,5.5
-170.33899243399168,-93.17782237701118,IDHmut_TP53wt,5.5
-103.43852652685952,7.8713132772544245,IDHmut_TP53wt,5.5
-216.7258584961441,-62.65461510625941,IDHmut_TP53wt,5.5
-230.96439712109378,6.3644624415545215,IDHmut_TP53wt,5.5
198.20416799581463,-56.14227468836627,IDHmut_TP53mut,5.5
-170.67207509172763,35.38863301354833,IDHmut_TP53wt,5.5
76.7392465099837,-61.80391766610001,IDHmut_TP53mut,5.5
157.78887806051114,108.00135498525862,IDHmut_TP53mut,5.5
-202.21980210120327,-91.42514398351668,IDHmut_TP53wt,5.5
-122.40261393310502,-17.5884071414354,IDHmut_TP53wt,5.5
-227.64013087372686,-119.90876096442199,IDHmut_TP53wt,5.5
-144.10343371022012,65.36093212198809,IDHmut_TP53wt,5.5
-177.6332320652354,-78.7724677620228,IDHmut_TP53wt,5.5
-179.8788297542981,-122.62488779504734,IDHmut_TP53wt,5.5
-138.30102645906024,-13.516954264757008,IDHmut_TP53wt,5.5
-243.86823561314242,52.196943794547416,IDHmut_TP53wt,5.5
-291.1328255196295,90.48788500161963,IDHmut_TP53wt,5.5
246.70830680157684,129.4371797071016,IDHmut_TP53mut,5.5
-217.98780968424524,-90.54945579462311,IDHmut_TP53wt,5.5
-218.6883072248823,-34.65718733882392,IDHmut_TP53wt,5.5
-86.29962800004,-59.47883259860958,IDHmut_TP53wt,5.5
-185.01631309837316,10.498725951055556,IDHmut_TP53wt,5.5
-180.0446780513056,-16.67808040660371,IDHmut_TP53wt,5.5
-155.3900964693454,38.048348746038705,IDHmut_TP53wt,5.5
-186.17474732380592,35.67976971012854,IDHmut_TP53wt,5.5
-290.0277873614778,-81.36431991918205,IDHmut_TP53wt,5.5
-224.93219180615438,-49.135622267646276,IDHmut_TP53wt,5.5
217.12134644578668,164.71271335795552,IDHmut_TP53mut,5.5
-116.16643363333895,-49.61514917222223,IDHmut_TP53wt,5.5
172.17914735023783,68.61957923132954,IDHmut_TP53mut,5.5
121.54645695356476,129.43014704466128,IDHmut_TP53mut,5.5
-140.73947344911238,-85.52051893008966,IDHmut_TP53wt,5.5
-220.5375004662218,-5.159294300062134,IDHmut_TP53wt,5.5
-158.34402639231115,86.03179542915991,IDHmut_TP53wt,5.5
-308.1821696954017,-31.618671702695067,IDHmut_TP53wt,5.5
-259.32502409717216,49.85671575291661,IDHmut_TP53wt,5.5
-100.80726065362718,23.41754990641898,IDHmut_TP53wt,5.5
-118.97494326456345,-33.62536770575487,IDHmut_TP53wt,5.5
-206.3550202474071,143.87143218893857,IDHmut_TP53wt,5.5
92.17142081956068,-57.93358465792212,IDHmut_TP53mut,5.5
-296.19622983083894,69.20716542156735,IDHmut_TP53wt,5.5
-189.33542106672562,-3.7836893334213233,IDHmut_TP53wt,5.5
-236.71215545092878,157.19334108181354,IDHmut_TP53wt,5.5
-201.0517505788116,-63.300514184454364,IDHmut_TP53wt,5.5
-73.69019406827518,18.632658763875753,IDHmut_TP53wt,5.5
-199.24247463686095,28.171736763176625,IDHmut_TP53wt,5.5
-272.5216023285858,-114.30541508406094,IDHmut_TP53wt,5.5
-155.83704665381205,-121.79086845140552,IDHmut_TP53wt,5.5
-80.52809230985375,47.29592743358778,IDHmut_TP53wt,5.5
-241.8831370458636,141.8803182522081,IDHmut_TP53wt,5.5
-269.05421631825703,94.98570915470879,IDHmut_TP53wt,5.5
-322.9252417191102,36.52075489190388,IDHmut_TP53wt,5.5
-285.0616701267643,-96.50534804606067,IDHmut_TP53wt,5.5
-282.28231582524165,-41.37977765160883,IDHmut_TP53wt,5.5
-115.19356216962268,-73.87085112136185,IDHmut_TP53wt,5.5
-209.3033040843408,-76.98877508568229,IDHmut_TP53wt,5.5
-172.0432800422216,50.89683259356734,IDHmut_TP53wt,5.5
-326.83927974659343,-5.820613426177493,IDHmut_TP53wt,5.5
-233.62386623168751,-89.25233726126001,IDHmut_TP53wt,5.5
-157.64476116469658,57.21009262612031,IDHmut_TP53wt,5.5
-134.16759892174156,-28.65359616113158,IDHmut_TP53wt,5.5
-220.53894894250075,-134.21122390622756,IDHmut_TP53wt,5.5
-129.51759802553448,43.611197462482295,IDHmut_TP53wt,5.5
-131.59807867574807,-72.39346322039633,IDHmut_TP53wt,5.5
-211.19792501211964,-104.87093581921343,IDHmut_TP53wt,5.5
-141.33691880036807,-57.716769840768116,IDHmut_TP53wt,5.5
-99.78280407975753,-68.52307529145948,IDHmut_TP53wt,5.5
-95.5175445561678,42.04464253935342,IDHmut_TP53wt,5.5
-330.8843445281645,22.58250295328742,IDHmut_TP53wt,5.5
-311.2477435047123,-2.1870471034784806,IDHmut_TP53wt,5.5
125.6917275499716,62.803333466375,IDHmut_TP53mut,5.5
-106.19013765886905,-24.247057851807,IDHmut_TP53wt,5.5
-233.04138756667047,64.27176358641613,IDHmut_TP53wt,5.5
-186.307793844781,-92.27808295135776,IDHmut_TP53wt,5.5
238.04777918923003,82.83743398415824,IDHmut_TP53mut,5.5
-124.05467464070126,58.391038934253125,IDHmut_TP53wt,5.5
280.3292266273035,4.049817566756581,IDHmut_TP53mut,5.5
-257.55218734406105,-109.34463959177266,IDHmut_TP53wt,5.5
234.46528292157313,26.367794840560734,IDHmut_TP53mut,5.5
-187.3790286200819,-31.379310564062678,IDHmut_TP53wt,5.5
-177.62187683609784,96.83180676213834,IDHmut_TP53wt,5.5
-246.3844794937611,126.3002142323748,IDHmut_TP53wt,5.5
-211.2465733625432,20.80610639263332,IDHmut_TP53wt,5.5
-234.47470455577928,34.692052996009366,IDHmut_TP53wt,5.5
-274.29734639129714,53.27592636877688,IDHmut_TP53wt,5.5
-161.86873117691565,-40.47984928895429,IDHmut_TP53wt,5.5
-172.5806754269684,-29.87248901258589,IDHmut_TP53wt,5.5
-217.8359153705193,68.97325123588254,IDHmut_TP53wt,5.5
-246.93765573058388,-97.4445698538364,IDHmut_TP53wt,5.5
-214.80635971824077,7.458258279806625,IDHmut_TP53wt,5.5
-236.3185400402207,113.3555379066099,IDHmut_TP53wt,5.5
-119.59922367811764,84.76116161742968,IDHmut_TP53wt,5.5
-172.80464354421414,81.90056510910227,IDHmut_TP53wt,5.5
162.24261926683008,80.92846055971079,IDHmut_TP53mut,5.5
289.5597546192458,97.23050875488339,IDHmut_TP53mut,5.5
281.35148276100404,-76.96638816009352,IDHmut_TP53mut,5.5
216.19878063604102,69.10690670838342,IDHmut_TP53mut,5.5
197.6771909791328,-14.044239880712748,IDHmut_TP53mut,5.5
212.60378322240047,-8.844454176936628,IDHmut_TP53mut,5.5
189.2816503259164,113.11628191064173,IDHmut_TP53mut,5.5
198.8346794642748,100.45422913828021,IDHmut_TP53mut,5.5
89.8250432630904,-7.474700805721269,IDHmut_TP53mut,5.5
270.80215616600066,-38.14314182171758,IDHmut_TP53mut,5.5
210.36530451669165,133.65065171778807,IDHmut_TP53mut,5.5
266.32620376750896,7.91741635053259,IDHmut_TP53mut,5.5
201.03698027612424,1.0799494086367023,IDHmut_TP53mut,5.5
104.5667697531806,-2.6338372589606225,IDHmut_TP53mut,5.5
274.4879269459581,-23.55383718180536,IDHmut_TP53mut,5.5
200.02606520873974,-106.30522544078863,IDHmut_TP53mut,5.5
320.4698749999687,2.54971774782316,IDHmut_TP53mut,5.5
201.4047992319834,-42.115166819765214,IDHmut_TP53mut,5.5
95.85847580960144,-92.09774557434797,IDHmut_TP53mut,5.5
119.27645165585373,2.272189039585953,IDHmut_TP53mut,5.5
81.21998490663997,-46.364450253704234,IDHmut_TP53mut,5.5
271.06361366439097,33.43972444670311,IDHmut_TP53mut,5.5
317.0759657625555,-33.47055725066911,IDHmut_TP53mut,5.5
97.36434262373311,-42.95233285165335,IDHmut_TP53mut,5.5
213.5700022213122,-79.82576552667315,IDHmut_TP53mut,5.5
164.554151026593,-73.74126016527858,IDHmut_TP53mut,5.5
228.78490833966615,109.31726552768382,IDHmut_TP53mut,5.5
285.97243937900623,-36.210023208681534,IDHmut_TP53mut,5.5
154.70348964449377,-103.96701627600159,IDHmut_TP53mut,5.5
286.51277484688364,35.61009983401403,IDHmut_TP53mut,5.5
72.84227310875933,45.61411046449236,IDHmut_TP53mut,5.5
177.95056159243387,83.24654959545913,IDHmut_TP53mut,5.5
189.56556570715694,11.25636905986752,IDHmut_TP53mut,5.5
192.232601190507,27.24441762064585,IDHmut_TP53mut,5.5
301.45308452223514,-34.86104639290069,IDHmut_TP53mut,5.5
273.94571010421777,123.75956912825522,IDHmut_TP53mut,5.5
241.42493628344366,-40.15912587250451,IDHmut_TP53mut,5.5
227.66784614766573,-3.8315178601473976,IDHmut_TP53mut,5.5
252.73595656694246,0.9183324833267377,IDHmut_TP53mut,5.5
140.92120381108808,-58.23944660277015,IDHmut_TP53mut,5.5
209.2604559297028,-24.07671689879938,IDHmut_TP53mut,5.5
136.0895297564278,-34.38357185037013,IDHmut_TP53mut,5.5
71.45980492432096,-31.629487907572013,IDHmut_TP53mut,5.5
98.71820325087361,61.502354223861055,IDHmut_TP53mut,5.5
107.99197580974169,13.463471616919422,IDHmut_TP53mut,5.5
305.5482583167951,55.906155371394874,IDHmut_TP53mut,5.5
156.29287959779685,-14.197253444997436,IDHmut_TP53mut,5.5
194.96252659149354,43.01001987188233,IDHmut_TP53mut,5.5
167.95620547480826,-24.50371873367337,IDHmut_TP53mut,5.5
144.84237045593682,-116.55536762621232,IDHmut_TP53mut,5.5
241.73845132227248,-107.36269406347365,IDHmut_TP53mut,5.5
124.83812269407518,101.9859921372958,IDHmut_TP53mut,5.5
178.0357844979361,-66.27479972805537,IDHmut_TP53mut,5.5
141.07808609655004,-19.512260999138483,IDHmut_TP53mut,5.5
140.12115097530113,65.59085719795073,IDHmut_TP53mut,5.5
252.28864960465395,-66.32666757627462,IDHmut_TP53mut,5.5
84.05948716197352,34.27786430023167,IDHmut_TP53mut,5.5
207.07981767215284,-120.18944903845725,IDHmut_TP53mut,5.5
323.83152360694174,17.824125501342632,IDHmut_TP53mut,5.5
108.78205621462317,100.52850296689145,IDHmut_TP53mut,5.5
296.2070841093699,82.2372169748214,IDHmut_TP53mut,5.5
198.26567964991037,-84.00341113260173,IDHmut_TP53mut,5.5
187.79892584762172,70.29754993744012,IDHmut_TP53mut,5.5
167.84769813682706,95.69849082920562,IDHmut_TP53mut,5.5
209.56235064733016,-94.59611361089048,IDHmut_TP53mut,5.5
226.86818087015865,53.104382383557926,IDHmut_TP53mut,5.5
87.87436183310191,-73.30105597098652,IDHmut_TP53mut,5.5
295.378446598513,-83.38635758398021,IDHmut_TP53mut,5.5
219.52935795954392,21.578275973138062,IDHmut_TP53mut,5.5
179.55137041226627,-34.72756188094586,IDHmut_TP53mut,5.5
279.337720666732,-125.6199046127638,IDHmut_TP53mut,5.5
186.13866068560532,-4.062597019410926,IDHmut_TP53mut,5.5
257.94714216721087,-19.593194283981717,IDHmut_TP53mut,5.5
204.1213311254087,-135.28102784591235,IDHmut_TP53mut,5.5
203.04113219484822,73.75058923753546,IDHmut_TP53mut,5.5
182.49513680712747,-81.0751245944298,IDHmut_TP53mut,5.5
156.32260669106765,65.98704010818328,IDHmut_TP53mut,5.5
302.05286014372035,40.34003209232865,IDHmut_TP53mut,5.5
282.10089337928565,-10.425444609967528,IDHmut_TP53mut,5.5
267.46431264511904,47.27759572390418,IDHmut_TP53mut,5.5
321.8107212674777,-65.22502845754104,IDHmut_TP53mut,5.5
138.68960131890717,-101.75794393023632,IDHmut_TP53mut,5.5
225.74357212792037,138.86081497045342,IDHmut_TP53mut,5.5
207.1988682471201,30.749686360372323,IDHmut_TP53mut,5.5
241.86732607231508,-9.939920631743616,IDHmut_TP53mut,5.5
213.00412062306094,-52.910274166668074,IDHmut_TP53mut,5.5
194.2270362798851,-29.051903382493805,IDHmut_TP53mut,5.5
219.60518335073763,-130.21428436140837,IDHmut_TP53mut,5.5
240.8415053148646,98.39146983627795,IDHmut_TP53mut,5.5
293.7494930754571,-66.96231024776495,IDHmut_TP53mut,5.5
92.90561220357212,7.913970500120685,IDHmut_TP53mut,5.5
163.27387054120385,122.7478565174479,IDHmut_TP53mut,5.5
153.30904770396896,-28.87163329631433,IDHmut_TP53mut,5.5
182.66072778491798,-19.27522968613612,IDHmut_TP53mut,5.5
266.86861532551876,-7.288405757978897,IDHmut_TP53mut,5.5
183.40262522873786,54.42385699107786,IDHmut_TP53mut,5.5
80.12560689922407,18.8061908671682,IDHmut_TP53mut,5.5
249.00226442669734,30.9696437111737,IDHmut_TP53mut,5.5
260.2353694731156,60.5086682022562,IDHmut_TP53mut,5.5
152.35615115573438,-49.16743120165106,IDHmut_TP53mut,5.5
253.57230973633324,45.523671873050944,IDHmut_TP53mut,5.5
245.75209355685706,-81.04990329535143,IDHmut_TP53mut,5.5
263.6193341622753,-123.5335258423002,IDHmut_TP53mut,5.5
-121.50756140100921,31.428714569024148,IDHmut_TP53wt,5.5
86.94614205432883,-32.013318943382934,IDHmut_TP53mut,5.5
127.55074180034067,-86.3246310877894,IDHmut_TP53mut,5.5
-170.40261415766003,66.49771451090139,IDHmut_TP53wt,5.5
-130.9378110269947,-44.086275749198194,IDHmut_TP53wt,5.5
167.40518130083728,53.87314226037463,IDHmut_TP53mut,5.5
-298.08050903152065,-44.12436635090193,IDHmut_TP53wt,5.5
180.37572787840318,38.38928540737176,IDHmut_TP53mut,5.5
191.85162649613568,-125.05219108765735,IDHmut_TP53mut,5.5
127.46704376158362,33.216492225012075,IDHmut_TP53mut,5.5
95.30119221546511,23.107665273737958,IDHmut_TP53mut,5.5
-266.4356896311726,-38.66122764174508,IDHmut_TP53wt,5.5
-184.28441966527683,111.2692657447912,IDHmut_TP53wt,5.5
-282.14621620167867,103.6873771012665,IDHmut_TP53wt,5.5
136.36979954668683,91.12093574096973,IDHmut_TP53mut,5.5
-235.09848957002407,-37.4300641712908,IDHmut_TP53wt,5.5
332.24439355682995,49.064810553261395,IDHmut_TP53mut,5.5
-276.5012125348144,-26.56135668865099,IDHmut_TP53wt,5.5
-146.57828435481764,-43.95360493567645,IDHmut_TP53wt,5.5
307.5945761582698,-58.83582587364382,IDHmut_TP53mut,5.5
-250.62705081961968,-36.75981442470221,IDHmut_TP53wt,5.5
-319.0840951738295,52.36981948180117,IDHmut_TP53wt,5.5
334.57375429073886,-4.653716790593585,IDHmut_TP53mut,5.5
-304.9997399938604,82.45932187192112,IDHmut_TP53wt,5.5
94.0058997178269,46.60445969653091,IDHmut_TP53mut,5.5
261.8742294298926,134.42179048436356,IDHmut_TP53mut,5.5
122.53899183500603,-100.94358422306611,IDHmut_TP53mut,5.5
-142.84134474500038,2.9067373331565594,IDHmut_TP53wt,5.5
231.6762503694068,124.42553337685243,IDHmut_TP53mut,5.5
135.01914792383937,-128.91535163816886,IDHmut_TP53mut,5.5
249.14005844896812,71.93237092501016,IDHmut_TP53mut,5.5
-126.28496208766904,-113.86811431357282,IDHmut_TP53wt,5.5
-195.17496043594392,-105.71971323873719,IDHmut_TP53wt,5.5
150.25537408749955,-131.80499234485308,IDHmut_TP53mut,5.5
111.94026350832806,-48.73201603983333,IDHmut_TP53mut,5.5
113.11609959122279,-88.22690272588714,IDHmut_TP53mut,5.5
-230.20943184420008,-25.985323357318368,IDHmut_TP53wt,5.5
-302.53460518267946,-16.35279702018381,IDHmut_TP53wt,5.5
168.80178665063386,137.4378519292143,IDHmut_TP53mut,5.5
-285.6860693689505,14.657573320172121,IDHmut_TP53wt,5.5
308.23280666609327,-74.33558236697546,IDHmut_TP53mut,5.5
56.424494135662265,-17.46018533956693,IDHmut_TP53mut,5.5
251.85036337725953,-95.37112153872525,IDHmut_TP53mut,5.5
319.9988046913163,-49.09644812839548,IDHmut_TP53mut,5.5
90.64106394875603,74.78037157000418,IDHmut_TP53mut,5.5
131.34454915844967,48.825396765661324,IDHmut_TP53mut,5.5
293.2340062140013,66.42282423468784,IDHmut_TP53mut,5.5
-205.023045977493,-5.651046318958146,IDHmut_TP53wt,5.5
77.92653698442724,3.214863208701564,IDHmut_TP53mut,5.5
-269.8900319321067,17.844492970845238,IDHmut_TP53wt,5.5
282.3623348355859,-92.74239458272623,IDHmut_TP53mut,5.5
-108.55237023133209,96.24508490933734,IDHmut_TP53wt,5.5
142.84743359002223,-86.37480295923767,IDHmut_TP53mut,5.5
195.24198171241463,127.96900079754967,IDHmut_TP53mut,5.5
-274.5368077983709,-84.31467350576494,IDHmut_TP53wt,5.5
-199.9158388221971,111.41998206140974,IDHmut_TP53wt,5.5
-156.559761163006,-84.90854964801011,IDHmut_TP53wt,5.5
-298.37507967998414,-68.12024936746764,IDHmut_TP53wt,5.5
291.93864323584097,-22.115052111046566,IDHmut_TP53mut,5.5
-155.8178253394498,-56.92987847714306,IDHmut_TP53wt,5.5
210.10369039280835,44.97506859313175,IDHmut_TP53mut,5.5
-295.47153828068633,-1.8077832623417216,IDHmut_TP53wt,5.5
157.70467756955406,41.68025762388308,IDHmut_TP53mut,5.5
-318.44806879634024,-43.9498517267627,IDHmut_TP53wt,5.5
243.96397204489597,57.29636903240028,IDHmut_TP53mut,5.5
172.87907454802888,-92.74309162129278,IDHmut_TP53mut,5.5
339.2422828275955,21.31213297420494,IDHmut_TP53mut,5.5
243.75926219835216,113.90522328446845,IDHmut_TP53mut,5.5
110.5245740023982,72.63668410818235,IDHmut_TP53mut,5.5
112.81896810633853,57.41723880521855,IDHmut_TP53mut,5.5
-87.4451180617415,-43.363546499586604,IDHmut_TP53wt,5.5
-185.37497662280907,-64.50719629113654,IDHmut_TP53wt,5.5
-158.47706490663455,6.606529670435605,IDHmut_TP53wt,5.5
-231.65041274762044,130.09676898546303,IDHmut_TP53wt,5.5
-312.5206882265163,68.29299296239998,IDHmut_TP53wt,5.5
-79.58818225493806,-29.281643942312186,IDHmut_TP53wt,5.5
305.9567440994612,9.427188273604166,IDHmut_TP53mut,5.5
294.1545681558267,-1.3073565422983526,IDHmut_TP53mut,5.5
-76.02541149246058,-13.401334796265242,IDHmut_TP53wt,5.5
130.43447852640216,-8.535127252731497,IDHmut_TP53mut,5.5
134.3508604229955,6.74536656535628,IDHmut_TP53mut,5.5
-70.93294475628659,34.446509465825464,IDHmut_TP53wt,5.5
-249.83872247764134,37.267947476011415,IDHmut_TP53wt,5.5
-225.82995770127692,86.38992537286728,IDHmut_TP53wt,5.5
148.7927262836735,-72.28675762281397,IDHmut_TP53mut,5.5
309.68888973779366,-90.20813059642256,IDHmut_TP53mut,5.5
277.640345292124,69.45860367890164,IDHmut_TP53mut,5.5
-201.65656804466119,43.773632155871134,IDHmut_TP53wt,5.5
321.34096535663514,-13.327692920371412,IDHmut_TP53mut,5.5
-211.6205414938663,-20.28293666258038,IDHmut_TP53wt,5.5
-248.54300648250072,67.26972217104945,IDHmut_TP53wt,5.5
-248.18262761723688,-64.25687764064767,IDHmut_TP53wt,5.5
-108.69484097980508,35.69506343582353,IDHmut_TP53wt,5.5
-186.11851368749078,66.94840256760604,IDHmut_TP53wt,5.5
224.21247959519755,-18.717279282429615,IDHmut_TP53mut,5.5
-308.0516662031982,41.0611907927467,IDHmut_TP53wt,5.5
-295.8555637069862,31.32623282119075,IDHmut_TP53wt,5.5
267.3292740744269,-96.85036523465729,IDHmut_TP53mut,5.5
139.79831225532917,-143.8886616433878,IDHmut_TP53mut,5.5
-153.27096258590896,-8.518120803261121,IDHmut_TP53wt,5.5
125.20651599883094,-25.163110730910365,IDHmut_TP53mut,5.5
291.2221791451201,12.929081041279048,IDHmut_TP53mut,5.5
