x,y,population,time_days
101.02221756956918,-18.96191622690689,IDHmut_TP53mut,5.5
236.79692065678427,-69.29137534790837,IDHmut_TP53mut,5.5
-110.27172309677022,50.240190414825875,IDHmut_TP53wt,5.5
247.0509635654577,-143.83548062638596,IDHmut_TP53mut,5.5
-135.9948555645763,28.908713112485877,IDHmut_TP53wt,5.5
-193.58086422667284,-77.97404297969557,IDHmut_TP53wt,5.5
267.35806950583907,92.6540317124205,IDHmut_TP53mut,5.5
-246.1593137870145,-79.68792296714496,IDHmut_TP53wt,5.5
-312.8576271908464,-93.65002804825626,IDHmut_TP53wt,5.5
102.73925496566598,-78.0746411444681,IDHmut_TP53mut,5.5
213.79973801622333,103.9560749422651,IDHmut_TP53mut,5.5
-200.19922579615593,60.328086004273466,IDHmut_TP53wt,5.5
-261.78996713344736,-72.41191405839102,IDHmut_TP53wt,5.5
-108.96612888932115,-88.78236028679916,IDHmut_TP53wt,5.5
129.6765341546119,77.17136371904927,IDHmut_TP53mut,5.5
115.70460004811447,-13.442857734189824,IDHmut_TP53mut,5.5
334.51580446350704,-55.59536841862852,IDHmut_TP53mut,5.5
160.22803376831322,-119.61063612609172,IDHmut_TP53mut,5.5
204.16565750791293,16.154775771821708,IDHmut_TP53mut,5.5
-236.89792180878084,-8.255354085163846,IDHmut_TP53wt,5.5
280.5169926864221,84.4679088484643,IDHmut_TP53mut,5.5
178.23230991423358,21.113258323715684,IDHmut_TP53mut,5.5
-239.40082399069087,19.557824770917723,IDHmut_TP53wt,5.5
258.77494417376136,118.83961613237297,IDHmut_TP53mut,5.5
-128.00434372039078,-1.9379345600687987,IDHmut_TP53wt,5.5
-179.2004742918071,-106.60405711263536,IDHmut_TP53wt,5.5
-76.63159489105455,2.724737456862671,IDHmut_TP53wt,5.5
-259.3706840630926,-88.02128805607452,IDHmut_TP53wt,5.5
-206.0228351530755,124.80071590954661,IDHmut_TP53wt,5.5
295.87534540433506,-49.13674229003924,IDHmut_TP53mut,5.5
322.6617220618937,-81.07108969268485,IDHmut_TP53mut,5.5
175.83567200164077,-122.69599813181055,IDHmut_TP53mut,5.5
-264.02590730079754,2.8705472493646615,IDHmut_TP53wt,5.5
270.67332838239906,108.16645609915146,IDHmut_TP53mut,5.5
-211.7412787879774,-120.83223363554035,IDHmut_TP53wt,5.5
-226.40154097382086,145.3461416966317,IDHmut_TP53wt,5.5
-208.68591420775468,98.48303972134264,IDHmut_TP53wt,5.5
308.3126159940115,71.50689890465739,IDHmut_TP53mut,5.5
216.07083764219138,6.362001359072286,IDHmut_TP53mut,5.5
-262.09803321787604,124.92592020509491,IDHmut_TP53wt,5.5
-257.54488861133586,80.27494081816134,IDHmut_TP53wt,5.5
185.59222720728303,-48.834902878481714,IDHmut_TP53mut,5.5
-252.93894099421422,-8.85646287301832,IDHmut_TP53wt,5.5
183.38414197365256,98.18538386103226,IDHmut_TP53mut,5.5
-241.30142256751563,81.4493331773841,IDHmut_TP53wt,5.5
123.43093930589146,17.440302428937173,IDHmut_TP53mut,5.5
296.73246514003904,-99.30288886133663,IDHmut_TP53mut,5.5
224.04438085861037,-95.56981957364651,IDHmut_TP53mut,5.5
331.00082366730066,-25.930918230499483,IDHmut_TP53mut,5.5
289.5785770291841,-113.45058337095662,IDHmut_TP53mut,5.5
260.7477635401188,-83.14886003394417,IDHmut_TP53mut,5.5
-287.8210749052989,-56.395523638881144,IDHmut_TP53wt,5.5
307.55369907087805,-20.756248329608262,IDHmut_TP53mut,5.5
-85.9440452461345,29.10004916613752,IDHmut_TP53wt,5.5
65.12473467397199,-46.086640760270164,IDHmut_TP53mut,5.5
230.0474703086041,-117.94114155622617,IDHmut_TP53mut,5.5
68.41215243373081,-9.167592195167797,IDHmut_TP53mut,5.5
-227.3482262485177,-103.89730685188728,IDHmut_TP53wt,5.5
-202.8603174128589,-33.551820099784536,IDHmut_TP53wt,5.5
252.42805271749683,-48.69696451259506,IDHmut_TP53mut,5.5
146.67395151939044,79.20229177031833,IDHmut_TP53mut,5.5
-318.81920214400793,11.98252418777298,IDHmut_TP53wt,5.5
240.30258978949468,-55.26326919632197,IDHmut_TP53mut,5.5
-137.70445938599218,109.05898449870116,IDHmut_TP53wt,5.5
-208.71404950988477,-48.63219919449217,IDHmut_TP53wt,5.5
-302.78647435535714,12.072246879141293,IDHmut_TP53wt,5.5
147.48811863956902,120.01113891868438,IDHmut_TP53mut,5.5
231.5889019769373,-148.09294097107713,IDHmut_TP53mut,5.5
-241.42180097716084,-50.45954232193759,IDHmut_TP53wt,5.5
-88.59892471490814,13.25650360406293,IDHmut_TP53wt,5.5
255.66121657604006,103.27518096152932,IDHmut_TP53mut,5.5
213.77928899461162,149.15395246188984,IDHmut_TP53mut,5.5
158.2286550245986,-88.1658308220384,IDHmut_TP53mut,5.5
-115.86418780094439,17.829808869820603,IDHmut_TP53wt,5.5
115.53706214010369,42.85785668949292,IDHmut_TP53mut,5.5
317.10514515352895,44.77561329561641,IDHmut_TP53mut,5.5
217.20765825523557,-108.55811376682256,IDHmut_TP53mut,5.5
-265.20697503019227,34.10746502940479,IDHmut_TP53wt,5.5
192.72937475268913,-69.68049822467633,IDHmut_TP53mut,5.5
328.54996126228343,33.33113900404928,IDHmut_TP53mut,5.5
-133.76424407335708,-99.8336672336411,IDHmut_TP53wt,5.5
223.18042847920998,80.16485588926683,IDHmut_TP53mut,5.5
101.81355657834736,86.12715878354939,IDHmut_TP53mut,5.5
221.98031699306364,-65.94451687503876,IDHmut_TP53mut,5.5
277.3244160798792,19.168758056001643,IDHmut_TP53mut,5.5
-272.2627014836318,-53.65214971531193,IDHmut_TP53wt,5.5
-237.8540162502902,97.03452753356883,IDHmut_TP53wt,5.5
171.1754604766711,-9.229326427180775,IDHmut_TP53mut,5.5
215.7748698348546,-145.91016551783108,IDHmut_TP53mut,5.5
147.37461366246532,52.567732475722565,IDHmut_TP53mut,5.5
169.08271807186927,-150.17172838515643,IDHmut_TP53mut,5.5
-177.84291278940253,-43.76590712931343,IDHmut_TP53wt,5.5
-243.9310782300219,-22.43084382729069,IDHmut_TP53wt,5.5
142.38755727948524,37.74621483440752,IDHmut_TP53mut,5.5
-280.9517022151536,119.67667351097546,IDHmut_TP53wt,5.5
247.56311967083576,-121.88045320626918,IDHmut_TP53mut,5.5
-253.47829849609312,95.67163549408185,IDHmut_TP53wt,5.5
231.2752677349462,11.122148220871383,IDHmut_TP53mut,5.5
-149.64757378708046,-99.11722739636473,IDHmut_TP53wt,5.5
-223.61206205282645,103.32689488656669,IDHmut_TP53wt,5.5
207.2580913350586,-66.78898669878882,IDHmut_TP53mut,5.5
240.8589932139013,144.2692484047535,IDHmut_TP53mut,5.5
164.43278431168804,-39.74417736446322,IDHmut_TP53mut,5.5
184.69218483798826,-152.8115567626464,IDHmut_TP53mut,5.5
-96.3099856250579,57.945920774761376,IDHmut_TP53wt,5.5
-124.75854325539305,-86.7170318174996,IDHmut_TP53wt,5.5
-204.55961577260587,-135.11202296787093,IDHmut_TP53wt,5.5
165.80442272033636,-134.69995749436055,IDHmut_TP53mut,5.5
-297.99550910677715,105.0203024802991,IDHmut_TP53wt,5.5
-252.4312761438067,111.68091012945865,IDHmut_TP53wt,5.5
320.6448545036719,60.427766292563724,IDHmut_TP53mut,5.5
159.96411956297854,0.9764546038741346,IDHmut_TP53mut,5.5
273.722197050696,-110.8422339697921,IDHmut_TP53mut,5.5
-113.36061505211471,-104.28091276243677,IDHmut_TP53wt,5.5
-214.0471823893596,53.4198626151922,IDHmut_TP53wt,5.5
-243.06645633696823,-155.67385819004264,IDHmut_TP53wt,5.5
-241.37225304201533,-128.20742764903943,IDHmut_TP53wt,5.5
263.97102451304306,76.7866958583745,IDHmut_TP53mut,5.5
179.2320258465788,125.4983278053873,IDHmut_TP53mut,5.5
-286.5359713702673,-14.55086534764073,IDHmut_TP53wt,5.5
-144.1152420349203,49.244282657812576,IDHmut_TP53wt,5.5
198.74873308384062,58.44640402118389,IDHmut_TP53mut,5.5
-280.0843025997124,68.17318420749032,IDHmut_TP53wt,5.5
-310.85472805486114,25.795045383747738,IDHmut_TP53wt,5.5
-217.7837984554425,37.35876520858935,IDHmut_TP53wt,5.5
149.08146425952805,11.422498975199119,IDHmut_TP53mut,5.5
-100.58111356727645,-52.52015759356861,IDHmut_TP53wt,5.5
270.5056792011304,-58.1622698365305,IDHmut_TP53mut,5.5
117.89937701194373,-74.02635795855869,IDHmut_TP53mut,5.5
235.63173339330186,-132.6805631833693,IDHmut_TP53mut,5.5
-130.2473343319823,73.01754453863735,IDHmut_TP53wt,5.5
181.65082177196786,-137.3704653059884,IDHmut_TP53mut,5.5
-192.54467954532123,-49.85674396822292,IDHmut_TP53wt,5.5
-148.09588849666042,97.1072403508188,IDHmut_TP53wt,5.5
213.14092232908365,57.66219646249462,IDHmut_TP53mut,5.5
-241.53899804993463,-112.23203628886233,IDHmut_TP53wt,5.5
323.5277754852421,76.12375955966857,IDHmut_TP53mut,5.5
-104.14897704496221,80.83145306428125,IDHmut_TP53wt,5.5
137.20795860829813,131.90984992628734,IDHmut_TP53mut,5.5
138.19823894039817,22.24838673946342,IDHmut_TP53mut,5.5
-143.73798247225523,81.55822780037131,IDHmut_TP53wt,5.5
152.25297564877215,93.49138261326357,IDHmut_TP53mut,5.5
157.58774931357115,-60.39209717174387,IDHmut_TP53mut,5.5
-173.57220106195518,0.8476906867574678,IDHmut_TP53wt,5.5
174.71765006914475,5.980071891608765,IDHmut_TP53mut,5.5
201.8542692072044,159.6417805472973,IDHmut_TP53mut,5.5
-147.723951933222,-71.0635884785773,IDHmut_TP53wt,5.5
124.14874504882503,-140.1062840080403,IDHmut_TP53mut,5.5
-153.3547110599942,111.99942053823527,IDHmut_TP53wt,5.5
238.18677470455705,42.24325753854995,IDHmut_TP53mut,5.5
123.90762767889368,-59.44099425756765,IDHmut_TP53mut,5.5
-199.69389491467192,9.415538603892783,IDHmut_TP53wt,5.5
170.13658833011166,-107.72629743632164,IDHmut_TP53mut,5.5
173.50222783244826,110.60435307552154,IDHmut_TP53mut,5.5
-113.7802554751157,-2.3818450536079188,IDHmut_TP53wt,5.5
68.69841199140215,30.083513653170872,IDHmut_TP53mut,5.5
223.28321043453593,37.1410682065033,IDHmut_TP53mut,5.5
142.08805847534103,105.41891309288403,IDHmut_TP53mut,5.5
227.5630791847965,-47.43250999864674,IDHmut_TP53mut,5.5
-248.55688265798904,6.662721786417916,IDHmut_TP53wt,5.5
252.62646696800869,87.61347437895967,IDHmut_TP53mut,5.5
-91.08760154591113,-18.550519763593257,IDHmut_TP53wt,5.5
115.5998180420019,114.79928037933982,IDHmut_TP53mut,5.5
290.87433586447423,50.73626722075761,IDHmut_TP53mut,5.5
313.2964529904843,29.34483131551077,IDHmut_TP53mut,5.5
113.73706283422621,27.78750774663008,IDHmut_TP53mut,5.5
-132.82400225063034,93.56374415045505,IDHmut_TP53wt,5.5
-256.8900470410446,-51.18823495564946,IDHmut_TP53wt,5.5
117.68402986485033,87.35488007355123,IDHmut_TP53mut,5.5
-264.2543913425162,65.50236996102242,IDHmut_TP53wt,5.5
-131.24749640087097,13.674513156477653,IDHmut_TP53wt,5.5
246.3730978533367,15.442869510593816,IDHmut_TP53mut,5.5
-292.4899618885491,-29.14845101334831,IDHmut_TP53wt,5.5
-150.34280344340917,-28.47684034982134,IDHmut_TP53wt,5.5
-232.46005337147685,-62.928300504101024,IDHmut_TP53wt,5.5
261.03488852008,21.830919241353016,IDHmut_TP53mut,5.5
-277.4825267979184,-68.705461469662,IDHmut_TP53wt,5.5
83.20558741386627,57.878081510955546,IDHmut_TP53mut,5.5
-110.14809658092733,66.0857456930315,IDHmut_TP53wt,5.5
285.8104969221032,112.82850372866,IDHmut_TP53mut,5.5
194.6575183684335,-165.10463948946418,IDHmut_TP53mut,5.5
-228.71019441878855,49.040841752811986,IDHmut_TP53wt,5.5
215.93910919788723,-37.631494731266116,IDHmut_TP53mut,5.5
193.41816876373403,85.75694516562774,IDHmut_TP53mut,5.5
-195.9601353595519,-18.466164178577973,IDHmut_TP53wt,5.5
-161.21429535099773,22.663851778695058,IDHmut_TP53wt,5.5
-318.24707799972,-19.259529086186507,IDHmut_TP53wt,5.5
-280.3023448300929,29.677679896363415,IDHmut_TP53wt,5.5
-195.8297950825494,-121.69943491316381,IDHmut_TP53wt,5.5
-279.63183064688224,-0.1974267390166796,IDHmut_TP53wt,5.5
-254.75324788993834,21.99698269103849,IDHmut_TP53wt,5.5
122.38262401243169,-39.21115290279869,IDHmut_TP53mut,5.5
-171.40262130617486,-57.63962728323969,IDHmut_TP53wt,5.5
185.393034771429,-110.67198357043847,IDHmut_TP53mut,5.5
131.40693419390138,116.86375588827269,IDHmut_TP53mut,5.5
225.94803533808513,94.48286029001456,IDHmut_TP53mut,5.5
209.5289253810974,88.44670919793013,IDHmut_TP53mut,5.5
-142.3260539991667,-113.29893256751433,IDHmut_TP53wt,5.5
267.6052388164572,-70.35460655549866,IDHmut_TP53mut,5.5
109.88226346521982,-32.593020301262115,IDHmut_TP53mut,5.5
-234.2056035785187,-142.45617442374717,IDHmut_TP53wt,5.5
152.93788582568465,26.627077092814964,IDHmut_TP53mut,5.5
163.64858719981257,16.038057909578168,IDHmut_TP53mut,5.5
-187.65248048560915,51.19086685543599,IDHmut_TP53wt,5.5
-289.06056119878224,55.459662697939045,IDHmut_TP53wt,5.5
216.49238760686353,119.22163215030503,IDHmut_TP53mut,5.5
-217.3649652212239,133.40196535599284,IDHmut_TP53wt,5.5
298.349972320882,25.4762428772167,IDHmut_TP53mut,5.5
200.32038134832294,-150.3758451040813,IDHmut_TP53mut,5.5
161.59828847862755,151.40302851964898,IDHmut_TP53mut,5.5
-224.87707578328605,-76.30288516353217,IDHmut_TP53wt,5.5
228.56082338146638,-81.58622459413002,IDHmut_TP53mut,5.5
-308.43329765848864,-56.17946303947849,IDHmut_TP53wt,5.5
243.2706285765063,-25.155573628276553,IDHmut_TP53mut,5.5
257.6618688387843,-109.37539011052424,IDHmut_TP53mut,5.5
105.87757787482018,127.20696247033132,IDHmut_TP53mut,5.5
-191.84878829759614,130.2692029157191,IDHmut_TP53wt,5.5
145.24724042452732,-3.9229892859713202,IDHmut_TP53mut,5.5
-193.04207524514055,97.75408956580449,IDHmut_TP53wt,5.5
133.50000330360353,-72.02920372906179,IDHmut_TP53mut,5.5
-168.8301933914193,114.08976182843256,IDHmut_TP53wt,5.5
232.91027654142835,67.90251957661484,IDHmut_TP53mut,5.5
188.13467560050987,-95.6100985626932,IDHmut_TP53mut,5.5
129.4027871424352,-114.7063812699097,IDHmut_TP53mut,5.5
-268.0889535294414,110.51114031749891,IDHmut_TP53wt,5.5
170.9851473486651,-53.24599749146468,IDHmut_TP53mut,5.5
106.780640674045,-63.30537132316052,IDHmut_TP53mut,5.5
167.38621825642443,30.72317798538842,IDHmut_TP53mut,5.5
-303.8680322700901,55.55998935623349,IDHmut_TP53wt,5.5
-221.2740915925682,118.75386230529062,IDHmut_TP53wt,5.5
-269.7652269813704,-99.35885477132373,IDHmut_TP53wt,5.5
229.73665108978912,-32.17549116960098,IDHmut_TP53mut,5.5
80.1092391722508,-18.97349704410031,IDHmut_TP53mut,5.5
307.9573508266795,-5.78960676384,IDHmut_TP53mut,5.5
-162.9512384445403,-19.622607289621474,IDHmut_TP53wt,5.5
-162.89324712710672,100.16220882690178,IDHmut_TP53wt,5.5
-224.96583837707368,23.359526798284065,IDHmut_TP53wt,5.5
237.5415185782262,-93.14613378311502,IDHmut_TP53mut,5.5
-178.13352519784254,22.66792652620341,IDHmut_TP53wt,5.5
102.8439759868965,35.4078144991506,IDHmut_TP53mut,5.5
277.5732773307106,55.39610733106186,IDHmut_TP53mut,5.5
-102.66784233063515,-9.827394714574547,IDHmut_TP53wt,5.5
107.8097139991309,-100.89357235246516,IDHmut_TP53mut,5.5
56.72248358935235,-31.083613767246383,IDHmut_TP53mut,5.5
-128.0269308683613,-58.300555796928876,IDHmut_TP53wt,5.5
264.2681009857975,-49.19972081728863,IDHmut_TP53mut,5.5
131.52672097463451,-47.64253387222051,IDHmut_TP53mut,5.5
-225.05314492914,-16.45980356545074,IDHmut_TP53wt,5.5
147.00821830870677,-39.98437236978819,IDHmut_TP53mut,5.5
